Location,Boolean,Year,BloomDate
Hakodate,True,1969,1969-05-05
Kutchan,False,1969,1969-05-10
Monbetsu,False,1969,1969-05-06
Hiroo,False,1969,1969-05-05
Shinjo,False,1969,1969-04-22
Aomori,True,1969,1969-04-29
Hachinohe,False,1969,1969-04-26
Akita,True,1969,1969-04-25
Morioka,True,1969,1969-04-26
Miyako,False,1969,1969-04-20
Sakata,False,1969,1969-04-20
Yamagata,True,1969,1969-04-20
Sendai,True,1969,1969-04-14
Fukushima,True,1969,1969-04-13
Shirakawa,False,1969,1969-04-15
Onahama,False,1969,1969-04-12
Wajima,False,1969,1969-04-13
Aikawa,False,1969,1969-04-14
Niigata,True,1969,1969-04-16
Kanazawa,True,1969,1969-04-10
Toyama,True,1969,1969-04-13
Nagano,True,1969,1969-04-16
Takada,False,1969,1969-04-13
Utsunomiya,True,1969,1969-04-08
Fukui,True,1969,1969-04-09
Takayama,False,1969,1969-04-15
Matsumoto,False,1969,1969-04-14
Maebashi,True,1969,1969-04-07
Kumagaya,True,1969,1969-04-05
Mito,True,1969,1969-04-08
Tsuruga,False,1969,1969-04-10
Gifu,True,1969,1969-04-03
Nagoya,True,1969,1969-04-01
Iida,False,1969,1969-04-06
Kofu,True,1969,1969-04-03
Choshi,True,1969,1969-04-04
Tsu,True,1969,1969-04-08
Hamamatsu,False,1969,1969-04-01
Shizuoka,True,1969,1969-03-29
Tokyo Japan,True,1969,1969-04-06
Owashi,False,1969,1969-04-01
Yokohama,True,1969,1969-04-03
Tateyama,False,1969,1969-04-01
Oshima,False,1969,1969-04-04
Miyakejima,False,1969,1969-03-25
Hachijojima,False,1969,1969-04-23
Saigo,False,1969,1969-04-13
Matsue,True,1969,1969-04-10
Yonago,False,1969,1969-04-09
Tottori,True,1969,1969-04-08
Toyooka,False,1969,1969-04-09
Maizuru,False,1969,1969-04-09
Hamada,False,1969,1969-04-03
Kyoto,True,1969,1969-04-07
Hikone,True,1969,1969-04-07
Hiroshima,True,1969,1969-04-05
Okayama,True,1969,1969-04-06
Kobe,True,1969,1969-04-04
Osaka,True,1969,1969-04-07
Sumoto,False,1969,1969-04-04
Wakayama,True,1969,1969-04-02
Shio Misaki,False,1969,1969-04-04
Nara,True,1969,1969-04-05
Matsuyama,True,1969,1969-04-03
Takamatsu,True,1969,1969-04-07
Uwajima,False,1969,1969-03-30
Kochi,True,1969,1969-03-27
Tokushima,True,1969,1969-04-02
Shimonoseki,True,1969,1969-04-04
Mikihara,False,1969,1969-04-04
Fukuoka,True,1969,1969-04-04
Saga,True,1969,1969-04-01
Oita,True,1969,1969-04-03
Fukue,False,1969,1969-04-03
Nagasaki,True,1969,1969-03-31
Kumamoto,True,1969,1969-03-30
Nobeoka,False,1969,1969-03-27
Kagoshima,True,1969,1969-03-30
Miyazaki,True,1969,
Yakushima,False,1969,
Tanegashima,False,1969,
Naze,True,1969,
Yonaguni Island,False,1969,
Ishigaki Island,True,1969,1968-12-19
Miyakojima,True,1969,
Kumejima,False,1969,
Naha,True,1969,
Nago,False,1969,
Iriomote Island,False,1969,
Minami Daito Island,True,1969,
Wakkanai,True,1970,
Rumoi,False,1970,1970-05-09
Asahikawa,True,1970,1970-05-07
Abashiri,True,1970,1970-05-08
Sapporo,True,1970,1970-05-03
Iwamizawa,False,1970,1970-05-09
Obihiro,True,1970,1970-05-10
Kushiro,True,1970,
Nemuro,False,1970,1970-05-20
Muroran,True,1970,1970-05-14
Urakawa,False,1970,1970-05-12
Esashi,False,1970,1970-05-07
Hakodate,True,1970,1970-05-06
Kutchan,False,1970,1970-05-17
Monbetsu,False,1970,1970-05-09
Hiroo,False,1970,1970-05-12
Shinjo,False,1970,1970-04-29
Aomori,True,1970,1970-05-04
Hachinohe,False,1970,1970-04-30
Akita,True,1970,1970-04-27
Morioka,True,1970,1970-04-28
Miyako,False,1970,1970-04-25
Sakata,False,1970,1970-04-24
Yamagata,True,1970,1970-04-24
Sendai,True,1970,1970-04-21
Fukushima,True,1970,1970-04-19
Shirakawa,False,1970,1970-04-23
Onahama,False,1970,1970-04-16
Wajima,False,1970,1970-04-18
Aikawa,False,1970,1970-04-21
Niigata,True,1970,1970-04-20
Kanazawa,True,1970,1970-04-16
Toyama,True,1970,1970-04-17
Nagano,True,1970,1970-04-24
Takada,False,1970,1970-04-21
Utsunomiya,True,1970,1970-04-13
Fukui,True,1970,1970-04-14
Takayama,False,1970,1970-04-24
Matsumoto,False,1970,1970-04-21
Maebashi,True,1970,1970-04-11
Kumagaya,True,1970,1970-04-10
Mito,True,1970,1970-04-13
Tsuruga,False,1970,1970-04-13
Gifu,True,1970,1970-04-09
Nagoya,True,1970,1970-04-07
Iida,False,1970,1970-04-16
Kofu,True,1970,1970-04-09
Choshi,True,1970,1970-04-10
Tsu,True,1970,1970-04-12
Hamamatsu,False,1970,1970-04-03
Shizuoka,True,1970,1970-04-02
Tokyo Japan,True,1970,1970-04-07
Owashi,False,1970,1970-04-05
Yokohama,True,1970,1970-04-04
Tateyama,False,1970,1970-04-06
Oshima,False,1970,1970-04-03
Miyakejima,False,1970,
Hachijojima,False,1970,1970-04-06
Saigo,False,1970,1970-04-14
Matsue,True,1970,1970-04-09
Yonago,False,1970,1970-04-09
Tottori,True,1970,1970-04-10
Toyooka,False,1970,1970-04-14
Maizuru,False,1970,1970-04-14
Hamada,False,1970,1970-04-04
Kyoto,True,1970,1970-04-09
Hikone,True,1970,1970-04-11
Hiroshima,True,1970,1970-04-06
Okayama,True,1970,1970-04-08
Kobe,True,1970,1970-04-06
Osaka,True,1970,1970-04-08
Sumoto,False,1970,1970-04-06
Wakayama,True,1970,1970-04-04
Shio Misaki,False,1970,1970-04-02
Nara,True,1970,1970-04-10
Matsuyama,True,1970,1970-04-02
Takamatsu,True,1970,1970-04-06
Uwajima,False,1970,1970-04-01
Kochi,True,1970,1970-03-27
Tokushima,True,1970,1970-04-03
Shimonoseki,True,1970,1970-04-05
Mikihara,False,1970,1970-03-31
Fukuoka,True,1970,1970-04-03
Saga,True,1970,1970-04-01
Oita,True,1970,1970-04-02
Fukue,False,1970,1970-04-04
Nagasaki,True,1970,1970-03-29
Kumamoto,True,1970,1970-04-01
Nobeoka,False,1970,1970-03-26
Kagoshima,True,1970,1970-03-31
Miyazaki,True,1970,
Yakushima,False,1970,
Tanegashima,False,1970,
Naze,True,1970,
Yonaguni Island,False,1970,
Ishigaki Island,True,1970,1970-01-29
Miyakojima,True,1970,
Kumejima,False,1970,
Naha,True,1970,
Nago,False,1970,
Iriomote Island,False,1970,
Minami Daito Island,True,1970,
Wakkanai,True,1971,
Rumoi,False,1971,1971-05-17
Asahikawa,True,1971,1971-05-12
Abashiri,True,1971,1971-05-16
Sapporo,True,1971,1971-05-09
Iwamizawa,False,1971,1971-05-14
Obihiro,True,1971,1971-05-13
Kushiro,True,1971,
Nemuro,False,1971,1971-05-26
Muroran,True,1971,1971-05-12
Urakawa,False,1971,1971-05-14
Esashi,False,1971,1971-05-10
Hakodate,True,1971,1971-05-11
Kutchan,False,1971,
Monbetsu,False,1971,1971-05-16
Hiroo,False,1971,1971-05-12
Shinjo,False,1971,1971-04-23
Aomori,True,1971,1971-04-28
Hachinohe,False,1971,1971-04-22
Akita,True,1971,1971-04-22
Morioka,True,1971,1971-04-23
Miyako,False,1971,1971-04-19
Sakata,False,1971,1971-04-18
Yamagata,True,1971,1971-04-16
Sendai,True,1971,1971-04-14
Fukushima,True,1971,1971-04-09
Shirakawa,False,1971,1971-04-15
Onahama,False,1971,1971-04-09
Wajima,False,1971,1971-04-12
Aikawa,False,1971,1971-04-14
Niigata,True,1971,1971-04-13
Kanazawa,True,1971,1971-04-09
Toyama,True,1971,1971-04-10
Nagano,True,1971,1971-04-14
Takada,False,1971,1971-04-10
Utsunomiya,True,1971,1971-04-05
Fukui,True,1971,1971-04-08
Takayama,False,1971,1971-04-14
Matsumoto,False,1971,1971-04-14
Maebashi,True,1971,1971-04-01
Kumagaya,True,1971,1971-04-02
Mito,True,1971,1971-04-05
Tsuruga,False,1971,1971-04-06
Gifu,True,1971,1971-03-31
Nagoya,True,1971,1971-03-31
Iida,False,1971,1971-04-05
Kofu,True,1971,1971-03-30
Choshi,True,1971,1971-04-02
Tsu,True,1971,1971-04-03
Hamamatsu,False,1971,1971-03-28
Shizuoka,True,1971,1971-03-29
Tokyo Japan,True,1971,1971-03-30
Owashi,False,1971,1971-03-28
Yokohama,True,1971,1971-03-30
Tateyama,False,1971,1971-03-30
Oshima,False,1971,1971-03-29
Miyakejima,False,1971,1971-03-27
Hachijojima,False,1971,1971-04-02
Saigo,False,1971,1971-04-08
Matsue,True,1971,1971-04-06
Yonago,False,1971,1971-04-05
Tottori,True,1971,1971-04-05
Toyooka,False,1971,1971-04-07
Maizuru,False,1971,1971-04-06
Hamada,False,1971,1971-04-02
Kyoto,True,1971,1971-04-01
Hikone,True,1971,1971-04-03
Hiroshima,True,1971,1971-04-03
Okayama,True,1971,1971-04-02
Kobe,True,1971,1971-03-31
Osaka,True,1971,1971-04-02
Sumoto,False,1971,1971-03-30
Wakayama,True,1971,1971-03-28
Shio Misaki,False,1971,1971-03-27
Nara,True,1971,1971-04-02
Matsuyama,True,1971,1971-03-29
Takamatsu,True,1971,1971-03-31
Uwajima,False,1971,1971-03-26
Kochi,True,1971,1971-03-22
Tokushima,True,1971,1971-03-29
Shimonoseki,True,1971,1971-04-01
Mikihara,False,1971,1971-03-31
Fukuoka,True,1971,1971-03-31
Saga,True,1971,1971-03-30
Oita,True,1971,1971-03-30
Fukue,False,1971,1971-03-28
Nagasaki,True,1971,1971-03-27
Kumamoto,True,1971,1971-03-28
Nobeoka,False,1971,1971-03-25
Kagoshima,True,1971,1971-03-30
Miyazaki,True,1971,1971-03-28
Yakushima,False,1971,
Tanegashima,False,1971,1971-03-22
Naze,True,1971,
Yonaguni Island,False,1971,
Ishigaki Island,True,1971,1971-01-10
Miyakojima,True,1971,
Kumejima,False,1971,
Naha,True,1971,
Nago,False,1971,
Iriomote Island,False,1971,1971-01-20
Minami Daito Island,True,1971,1971-01-20
Wakkanai,True,1972,
Rumoi,False,1972,
Asahikawa,True,1972,1972-04-30
Abashiri,True,1972,1972-05-03
Sapporo,True,1972,1972-04-29
Iwamizawa,False,1972,1972-05-04
Obihiro,True,1972,1972-05-03
Kushiro,True,1972,1972-05-07
Nemuro,False,1972,1972-05-12
Muroran,True,1972,1972-05-04
Urakawa,False,1972,1972-05-03
Esashi,False,1972,1972-04-29
Hakodate,True,1972,1972-04-29
Kutchan,False,1972,1972-05-07
Monbetsu,False,1972,1972-05-05
Hiroo,False,1972,1972-05-05
Shinjo,False,1972,1972-04-13
Aomori,True,1972,1972-04-24
Hachinohe,False,1972,1972-04-24
Akita,True,1972,1972-04-17
Morioka,True,1972,1972-04-21
Miyako,False,1972,1972-04-19
Sakata,False,1972,1972-04-13
Yamagata,True,1972,1972-04-12
Sendai,True,1972,1972-04-08
Fukushima,True,1972,1972-04-06
Shirakawa,False,1972,1972-04-14
Onahama,False,1972,1972-04-03
Wajima,False,1972,1972-04-09
Aikawa,False,1972,1972-04-12
Niigata,True,1972,1972-04-08
Kanazawa,True,1972,1972-04-04
Toyama,True,1972,1972-04-06
Nagano,True,1972,1972-04-07
Takada,False,1972,1972-04-05
Utsunomiya,True,1972,1972-03-31
Fukui,True,1972,1972-04-04
Takayama,False,1972,1972-04-10
Matsumoto,False,1972,1972-04-08
Maebashi,True,1972,1972-03-30
Kumagaya,True,1972,1972-03-28
Mito,True,1972,1972-03-31
Tsuruga,False,1972,1972-04-04
Gifu,True,1972,1972-03-28
Nagoya,True,1972,1972-03-27
Iida,False,1972,1972-04-04
Kofu,True,1972,1972-03-29
Choshi,True,1972,1972-03-29
Tsu,True,1972,1972-04-02
Hamamatsu,False,1972,1972-03-27
Shizuoka,True,1972,1972-03-27
Tokyo Japan,True,1972,1972-03-28
Owashi,False,1972,1972-03-29
Yokohama,True,1972,1972-03-28
Tateyama,False,1972,1972-03-29
Oshima,False,1972,1972-03-29
Miyakejima,False,1972,1972-03-30
Hachijojima,False,1972,1972-04-15
Saigo,False,1972,1972-04-06
Matsue,True,1972,1972-04-04
Yonago,False,1972,1972-03-31
Tottori,True,1972,1972-03-30
Toyooka,False,1972,1972-04-02
Maizuru,False,1972,1972-03-31
Hamada,False,1972,1972-04-03
Kyoto,True,1972,1972-03-30
Hikone,True,1972,1972-03-31
Hiroshima,True,1972,1972-03-30
Okayama,True,1972,1972-03-31
Kobe,True,1972,1972-03-31
Osaka,True,1972,1972-03-30
Sumoto,False,1972,1972-03-29
Wakayama,True,1972,1972-03-29
Shio Misaki,False,1972,1972-03-30
Nara,True,1972,1972-04-01
Matsuyama,True,1972,1972-03-30
Takamatsu,True,1972,1972-03-30
Uwajima,False,1972,1972-03-26
Kochi,True,1972,1972-03-22
Tokushima,True,1972,1972-03-29
Shimonoseki,True,1972,1972-04-02
Mikihara,False,1972,1972-04-04
Fukuoka,True,1972,1972-03-30
Saga,True,1972,1972-03-28
Oita,True,1972,1972-03-28
Fukue,False,1972,1972-04-02
Nagasaki,True,1972,1972-03-28
Kumamoto,True,1972,1972-03-26
Nobeoka,False,1972,1972-03-23
Kagoshima,True,1972,1972-03-27
Miyazaki,True,1972,1972-03-24
Yakushima,False,1972,
Tanegashima,False,1972,1972-03-25
Naze,True,1972,1972-01-08
Yonaguni Island,False,1972,
Ishigaki Island,True,1972,1972-01-26
Miyakojima,True,1972,1972-01-29
Kumejima,False,1972,1972-01-19
Naha,True,1972,
Nago,False,1972,1971-12-25
Iriomote Island,False,1972,1972-01-27
Minami Daito Island,True,1972,1972-01-16
Wakkanai,True,1973,1973-05-20
Rumoi,False,1973,1973-05-12
Asahikawa,True,1973,1973-05-09
Abashiri,True,1973,1973-05-09
Sapporo,True,1973,1973-05-05
Iwamizawa,False,1973,1973-05-07
Obihiro,True,1973,1973-05-06
Kushiro,True,1973,1973-05-12
Nemuro,False,1973,1973-05-14
Muroran,True,1973,1973-05-08
Urakawa,False,1973,1973-05-11
Esashi,False,1973,1973-05-01
Hakodate,True,1973,1973-05-02
Kutchan,False,1973,1973-05-11
Monbetsu,False,1973,1973-05-11
Hiroo,False,1973,1973-05-05
Shinjo,False,1973,1973-04-20
Aomori,True,1973,1973-04-22
Hachinohe,False,1973,1973-04-20
Akita,True,1973,1973-04-19
Morioka,True,1973,1973-04-20
Miyako,False,1973,1973-04-16
Sakata,False,1973,1973-04-17
Yamagata,True,1973,1973-04-16
Sendai,True,1973,1973-04-11
Fukushima,True,1973,1973-04-09
Shirakawa,False,1973,1973-04-12
Onahama,False,1973,1973-04-08
Wajima,False,1973,1973-04-10
Aikawa,False,1973,1973-04-11
Niigata,True,1973,1973-04-10
Kanazawa,True,1973,1973-04-06
Toyama,True,1973,1973-04-08
Nagano,True,1973,1973-04-12
Takada,False,1973,1973-04-09
Utsunomiya,True,1973,1973-04-03
Fukui,True,1973,1973-04-05
Takayama,False,1973,1973-04-12
Matsumoto,False,1973,1973-04-13
Maebashi,True,1973,1973-04-03
Kumagaya,True,1973,1973-04-01
Mito,True,1973,1973-04-05
Tsuruga,False,1973,1973-04-07
Gifu,True,1973,1973-03-31
Nagoya,True,1973,1973-03-30
Iida,False,1973,1973-04-06
Kofu,True,1973,1973-04-01
Choshi,True,1973,1973-04-01
Tsu,True,1973,1973-04-01
Hamamatsu,False,1973,1973-03-30
Shizuoka,True,1973,1973-03-29
Tokyo Japan,True,1973,1973-03-31
Owashi,False,1973,1973-03-30
Yokohama,True,1973,1973-03-31
Tateyama,False,1973,1973-03-31
Oshima,False,1973,1973-04-01
Miyakejima,False,1973,1973-04-01
Hachijojima,False,1973,1973-04-07
Saigo,False,1973,1973-04-07
Matsue,True,1973,1973-04-01
Yonago,False,1973,1973-03-31
Tottori,True,1973,1973-04-01
Toyooka,False,1973,1973-04-04
Maizuru,False,1973,1973-04-04
Hamada,False,1973,1973-03-28
Kyoto,True,1973,1973-04-01
Hikone,True,1973,1973-04-02
Hiroshima,True,1973,1973-03-30
Okayama,True,1973,1973-03-31
Kobe,True,1973,1973-03-29
Osaka,True,1973,1973-03-31
Sumoto,False,1973,1973-03-30
Wakayama,True,1973,1973-03-30
Shio Misaki,False,1973,1973-03-30
Nara,True,1973,1973-03-31
Matsuyama,True,1973,1973-03-29
Takamatsu,True,1973,1973-03-30
Uwajima,False,1973,1973-03-28
Kochi,True,1973,1973-03-23
Tokushima,True,1973,1973-03-30
Shimonoseki,True,1973,1973-03-28
Mikihara,False,1973,1973-03-29
Fukuoka,True,1973,1973-03-28
Saga,True,1973,1973-03-25
Oita,True,1973,1973-03-27
Fukue,False,1973,1973-03-29
Nagasaki,True,1973,1973-03-25
Kumamoto,True,1973,1973-03-27
Nobeoka,False,1973,1973-03-22
Kagoshima,True,1973,1973-03-26
Miyazaki,True,1973,1973-03-28
Yakushima,False,1973,
Tanegashima,False,1973,1973-03-10
Naze,True,1973,1973-01-10
Yonaguni Island,False,1973,
Ishigaki Island,True,1973,1973-01-10
Miyakojima,True,1973,1973-02-05
Kumejima,False,1973,1973-01-17
Naha,True,1973,
Nago,False,1973,1972-12-19
Iriomote Island,False,1973,1973-01-15
Minami Daito Island,True,1973,1973-01-20
Wakkanai,True,1974,1974-05-19
Rumoi,False,1974,1974-05-15
Asahikawa,True,1974,1974-05-13
Abashiri,True,1974,1974-05-16
Sapporo,True,1974,1974-05-11
Iwamizawa,False,1974,1974-05-11
Obihiro,True,1974,1974-05-10
Kushiro,True,1974,1974-05-18
Nemuro,False,1974,1974-05-17
Muroran,True,1974,1974-05-11
Urakawa,False,1974,1974-05-12
Esashi,False,1974,1974-05-10
Hakodate,True,1974,1974-05-09
Kutchan,False,1974,1974-05-14
Monbetsu,False,1974,1974-05-14
Hiroo,False,1974,1974-05-12
Shinjo,False,1974,1974-04-28
Aomori,True,1974,1974-05-01
Hachinohe,False,1974,1974-04-29
Akita,True,1974,1974-04-26
Morioka,True,1974,1974-04-28
Miyako,False,1974,1974-04-25
Sakata,False,1974,1974-04-22
Yamagata,True,1974,1974-04-24
Sendai,True,1974,1974-04-19
Fukushima,True,1974,1974-04-17
Shirakawa,False,1974,1974-04-19
Onahama,False,1974,1974-04-14
Wajima,False,1974,1974-04-15
Aikawa,False,1974,1974-04-17
Niigata,True,1974,1974-04-18
Kanazawa,True,1974,1974-04-10
Toyama,True,1974,1974-04-13
Nagano,True,1974,1974-04-17
Takada,False,1974,1974-04-14
Utsunomiya,True,1974,1974-04-08
Fukui,True,1974,1974-04-07
Takayama,False,1974,1974-04-20
Matsumoto,False,1974,1974-04-17
Maebashi,True,1974,1974-04-06
Kumagaya,True,1974,1974-04-06
Mito,True,1974,1974-04-10
Tsuruga,False,1974,1974-04-07
Gifu,True,1974,1974-04-04
Nagoya,True,1974,1974-04-03
Iida,False,1974,1974-04-10
Kofu,True,1974,1974-04-02
Choshi,True,1974,1974-04-02
Tsu,True,1974,1974-04-06
Hamamatsu,False,1974,1974-03-29
Shizuoka,True,1974,1974-03-29
Tokyo Japan,True,1974,1974-04-02
Owashi,False,1974,1974-03-27
Yokohama,True,1974,1974-04-01
Tateyama,False,1974,1974-04-01
Oshima,False,1974,1974-04-01
Miyakejima,False,1974,1974-03-25
Hachijojima,False,1974,1974-03-30
Saigo,False,1974,1974-04-10
Matsue,True,1974,1974-04-06
Yonago,False,1974,1974-04-05
Tottori,True,1974,1974-04-04
Toyooka,False,1974,1974-04-07
Maizuru,False,1974,1974-04-07
Hamada,False,1974,1974-04-02
Kyoto,True,1974,1974-04-04
Hikone,True,1974,1974-04-08
Hiroshima,True,1974,1974-04-03
Okayama,True,1974,1974-04-05
Kobe,True,1974,1974-04-01
Osaka,True,1974,1974-04-03
Sumoto,False,1974,1974-04-01
Wakayama,True,1974,1974-03-30
Shio Misaki,False,1974,1974-03-22
Nara,True,1974,1974-04-05
Matsuyama,True,1974,1974-03-30
Takamatsu,True,1974,1974-04-03
Uwajima,False,1974,1974-03-22
Kochi,True,1974,1974-03-23
Tokushima,True,1974,1974-03-31
Shimonoseki,True,1974,1974-03-31
Mikihara,False,1974,1974-04-01
Fukuoka,True,1974,1974-03-30
Saga,True,1974,1974-03-28
Oita,True,1974,1974-03-29
Fukue,False,1974,1974-03-24
Nagasaki,True,1974,1974-03-20
Kumamoto,True,1974,1974-03-25
Nobeoka,False,1974,1974-03-20
Kagoshima,True,1974,1974-03-23
Miyazaki,True,1974,1974-03-24
Yakushima,False,1974,
Tanegashima,False,1974,1974-03-27
Naze,True,1974,1974-01-15
Yonaguni Island,False,1974,
Ishigaki Island,True,1974,1974-01-03
Miyakojima,True,1974,1974-01-15
Kumejima,False,1974,1974-01-15
Naha,True,1974,1974-01-04
Nago,False,1974,1973-12-27
Iriomote Island,False,1974,1974-01-20
Minami Daito Island,True,1974,1974-01-12
Wakkanai,True,1975,1975-05-19
Rumoi,False,1975,1975-05-08
Asahikawa,True,1975,1975-05-08
Abashiri,True,1975,1975-05-14
Sapporo,True,1975,1975-05-04
Iwamizawa,False,1975,1975-05-08
Obihiro,True,1975,1975-05-12
Kushiro,True,1975,1975-05-22
Nemuro,False,1975,1975-05-26
Muroran,True,1975,1975-05-08
Urakawa,False,1975,1975-05-08
Esashi,False,1975,1975-04-30
Hakodate,True,1975,1975-05-01
Kutchan,False,1975,1975-05-10
Monbetsu,False,1975,1975-05-22
Hiroo,False,1975,1975-05-13
Shinjo,False,1975,1975-04-22
Aomori,True,1975,1975-04-26
Hachinohe,False,1975,1975-04-25
Akita,True,1975,1975-04-21
Morioka,True,1975,1975-04-24
Miyako,False,1975,1975-04-20
Sakata,False,1975,1975-04-17
Yamagata,True,1975,1975-04-17
Sendai,True,1975,1975-04-14
Fukushima,True,1975,1975-04-11
Shirakawa,False,1975,1975-04-15
Onahama,False,1975,1975-04-10
Wajima,False,1975,1975-04-12
Aikawa,False,1975,1975-04-14
Niigata,True,1975,1975-04-13
Kanazawa,True,1975,1975-04-08
Toyama,True,1975,1975-04-10
Nagano,True,1975,1975-04-15
Takada,False,1975,1975-04-10
Utsunomiya,True,1975,1975-04-07
Fukui,True,1975,1975-04-07
Takayama,False,1975,1975-04-18
Matsumoto,False,1975,1975-04-15
Maebashi,True,1975,1975-04-04
Kumagaya,True,1975,1975-04-01
Mito,True,1975,1975-04-09
Tsuruga,False,1975,1975-04-08
Gifu,True,1975,1975-04-01
Nagoya,True,1975,1975-03-31
Iida,False,1975,1975-04-09
Kofu,True,1975,1975-04-02
Choshi,True,1975,1975-04-03
Tsu,True,1975,1975-04-04
Hamamatsu,False,1975,1975-03-30
Shizuoka,True,1975,1975-03-30
Tokyo Japan,True,1975,1975-03-29
Owashi,False,1975,1975-03-31
Yokohama,True,1975,1975-03-30
Tateyama,False,1975,1975-04-02
Oshima,False,1975,1975-03-31
Miyakejima,False,1975,1975-04-02
Hachijojima,False,1975,1975-04-07
Saigo,False,1975,1975-04-08
Matsue,True,1975,1975-04-07
Yonago,False,1975,1975-04-06
Tottori,True,1975,1975-04-04
Toyooka,False,1975,1975-04-08
Maizuru,False,1975,1975-04-07
Hamada,False,1975,1975-03-31
Kyoto,True,1975,1975-04-04
Hikone,True,1975,1975-04-06
Hiroshima,True,1975,1975-04-02
Okayama,True,1975,1975-04-05
Kobe,True,1975,1975-03-31
Osaka,True,1975,1975-04-02
Sumoto,False,1975,1975-03-30
Wakayama,True,1975,1975-03-31
Shio Misaki,False,1975,1975-03-29
Nara,True,1975,1975-04-05
Matsuyama,True,1975,1975-03-30
Takamatsu,True,1975,1975-03-31
Uwajima,False,1975,1975-03-27
Kochi,True,1975,1975-03-24
Tokushima,True,1975,1975-03-30
Shimonoseki,True,1975,1975-03-28
Mikihara,False,1975,1975-03-29
Fukuoka,True,1975,1975-04-01
Saga,True,1975,1975-03-29
Oita,True,1975,1975-03-29
Fukue,False,1975,1975-03-31
Nagasaki,True,1975,1975-03-27
Kumamoto,True,1975,1975-03-26
Nobeoka,False,1975,1975-03-26
Kagoshima,True,1975,1975-03-29
Miyazaki,True,1975,1975-03-27
Yakushima,False,1975,
Tanegashima,False,1975,1975-04-07
Naze,True,1975,1975-01-19
Yonaguni Island,False,1975,
Ishigaki Island,True,1975,1975-01-15
Miyakojima,True,1975,1975-01-30
Kumejima,False,1975,
Naha,True,1975,1975-01-18
Nago,False,1975,1974-12-26
Iriomote Island,False,1975,1974-12-21
Minami Daito Island,True,1975,1975-01-17
Wakkanai,True,1976,1976-05-20
Rumoi,False,1976,1976-05-14
Asahikawa,True,1976,1976-05-11
Abashiri,True,1976,1976-05-13
Sapporo,True,1976,1976-05-07
Iwamizawa,False,1976,1976-05-09
Obihiro,True,1976,1976-05-09
Kushiro,True,1976,1976-05-15
Nemuro,False,1976,1976-05-17
Muroran,True,1976,1976-05-10
Urakawa,False,1976,1976-05-15
Esashi,False,1976,1976-05-05
Hakodate,True,1976,1976-05-09
Kutchan,False,1976,1976-05-16
Monbetsu,False,1976,1976-05-10
Hiroo,False,1976,1976-05-08
Shinjo,False,1976,1976-04-25
Aomori,True,1976,1976-04-25
Hachinohe,False,1976,1976-04-25
Akita,True,1976,1976-04-23
Morioka,True,1976,1976-04-26
Miyako,False,1976,1976-04-21
Sakata,False,1976,1976-04-19
Yamagata,True,1976,1976-04-18
Sendai,True,1976,1976-04-14
Fukushima,True,1976,1976-04-13
Shirakawa,False,1976,1976-04-15
Onahama,False,1976,1976-04-05
Wajima,False,1976,1976-04-14
Aikawa,False,1976,1976-04-14
Niigata,True,1976,1976-04-14
Kanazawa,True,1976,1976-04-04
Toyama,True,1976,1976-04-08
Nagano,True,1976,1976-04-15
Takada,False,1976,1976-04-13
Utsunomiya,True,1976,1976-04-01
Fukui,True,1976,1976-04-02
Takayama,False,1976,1976-04-15
Matsumoto,False,1976,1976-04-14
Maebashi,True,1976,1976-03-29
Kumagaya,True,1976,1976-03-30
Mito,True,1976,1976-04-05
Tsuruga,False,1976,1976-03-30
Gifu,True,1976,1976-03-26
Nagoya,True,1976,1976-03-25
Iida,False,1976,1976-04-01
Kofu,True,1976,1976-03-26
Choshi,True,1976,1976-03-26
Tsu,True,1976,1976-03-31
Hamamatsu,False,1976,1976-03-20
Shizuoka,True,1976,1976-03-23
Tokyo Japan,True,1976,1976-03-22
Owashi,False,1976,1976-03-26
Yokohama,True,1976,1976-03-25
Tateyama,False,1976,1976-03-23
Oshima,False,1976,1976-03-29
Miyakejima,False,1976,1976-03-25
Hachijojima,False,1976,1976-03-26
Saigo,False,1976,1976-04-03
Matsue,True,1976,1976-04-02
Yonago,False,1976,1976-03-31
Tottori,True,1976,1976-03-31
Toyooka,False,1976,1976-04-03
Maizuru,False,1976,1976-04-04
Hamada,False,1976,1976-03-24
Kyoto,True,1976,1976-03-29
Hikone,True,1976,1976-04-02
Hiroshima,True,1976,1976-03-28
Okayama,True,1976,1976-03-30
Kobe,True,1976,1976-03-25
Osaka,True,1976,1976-03-29
Sumoto,False,1976,1976-03-25
Wakayama,True,1976,1976-03-27
Shio Misaki,False,1976,1976-03-24
Nara,True,1976,1976-03-30
Matsuyama,True,1976,1976-03-27
Takamatsu,True,1976,1976-03-28
Uwajima,False,1976,1976-03-22
Kochi,True,1976,1976-03-23
Tokushima,True,1976,1976-03-27
Shimonoseki,True,1976,1976-03-25
Mikihara,False,1976,1976-03-28
Fukuoka,True,1976,1976-03-22
Saga,True,1976,1976-03-21
Oita,True,1976,1976-03-29
Fukue,False,1976,1976-03-27
Nagasaki,True,1976,1976-03-17
Kumamoto,True,1976,1976-03-18
Nobeoka,False,1976,1976-03-20
Kagoshima,True,1976,1976-03-25
Miyazaki,True,1976,1976-03-24
Yakushima,False,1976,
Tanegashima,False,1976,1976-03-25
